acc,brake,cte,curr_front_dist,decision,ego_accel_mps2,ego_jerk_mps3,ego_speed_mps,front_rel_speed_mps,idm_accel,jerk,lane_change_ticks,lane_id,min_surround_dist_m,mode,need_bypass,overtake_target_id,pending_direction,prepare_confirm_count,prepare_count,right_change_is_bypass,speed,state,steer,target_lane_id,target_v_kmh,throttle,tick,ttc,ttc_front_s,wp_reason,yaw_error
0.9944470850274368,0.0,0.00013920254158838238,999.0,stay_follow_no_need,0.9944470850274368,0.0,0.29934655098914426,,2.9999999224909186,0.0,0,-3,26.29454861367604,speed_deficit_aggressive,False,,,0,0,False,0.29934655098914426,FOLLOW_LANE,6.103376026855169e-05,,85.0,0.15,0,999.0,,follow_lane_wp,6.418218227111083e-05
0.34941177089261516,0.0,0.00016773517356537607,999.0,stay_follow_no_need,0.34941177089261516,-12.900706282696435,0.2820987365570947,,2.9999999388691942,-12.900706282696435,0,-3,26.29458757184559,speed_deficit_aggressive,False,,,0,0,False,0.2820987365570947,FOLLOW_LANE,7.98749965264899e-05,,85.0,0.3,1,999.0,,follow_lane_wp,5.6192699001034185e-05
0.9500668489201451,0.0,0.0001848892146897015,999.0,stay_follow_no_need,0.9500668489201451,12.013101560550599,0.23461245317299023,,2.9999999707544496,12.013101560550599,0,-3,26.294683181246093,speed_deficit_aggressive,False,,,0,0,False,0.23461245317299023,FOLLOW_LANE,8.487499726549546e-05,,85.0,0.44999999999999996,2,999.0,,follow_lane_wp,4.900216405756552e-05
1.114065639273788,0.0,0.00019136912636368367,999.0,stay_follow_no_need,1.114065639273788,3.279975807072857,0.17891302389162056,,2.999999990109383,3.279975807072857,0,-3,26.29477550269064,speed_deficit_aggressive,False,,,0,0,False,0.17891302389162056,FOLLOW_LANE,8.506313252865749e-05,,85.0,0.6,3,999.0,,follow_lane_wp,4.3675841877366395e-05
1.0400695821960395,0.0,0.00019046822143233954,999.0,stay_follow_no_need,1.0400695821960395,-1.4799211415549696,0.1269110773364559,,2.9999999974958884,-1.4799211415549696,0,-3,26.29484928141223,speed_deficit_aggressive,False,,,0,0,False,0.1269110773364559,FOLLOW_LANE,8.293101650217773e-05,,85.0,0.75,4,999.0,,follow_lane_wp,3.914846802421934e-05
0.8604450231707188,0.0,0.00018961354540858628,999.0,stay_follow_no_need,0.8604450231707188,-3.592491180506414,0.08388978383035203,,2.9999999990347153,-3.592491180506414,0,-3,26.294910620506393,speed_deficit_aggressive,False,,,0,0,False,0.08388978383035203,FOLLOW_LANE,8.078627574120227e-05,,85.0,0.9,5,999.0,,follow_lane_wp,3.5952674716455135e-05
0.653525591269328,0.0,0.0001876250362032447,999.0,stay_follow_no_need,0.653525591269328,-4.138388638027816,0.051214374891461446,,2.9999999990347153,-4.138388638027816,0,-3,26.3007175984401,speed_deficit_aggressive,False,,,0,0,False,0.051214374891461446,FOLLOW_LANE,7.938269520819859e-05,,85.0,1.0,6,999.0,,follow_lane_wp,3.4621094171072286e-05
0.46137751152582107,0.0,0.00018605080478065975,999.0,stay_follow_no_need,0.46137751152582107,-3.842961594870138,0.028146690347847624,,2.9999999990347153,-3.842961594870138,0,-3,26.341820652743266,speed_deficit_aggressive,False,,,0,0,False,0.028146690347847624,FOLLOW_LANE,7.832089140162547e-05,,85.0,1.0,7,999.0,,follow_lane_wp,3.3555829735298914e-05
0.3033807589171507,0.0,0.00018450715808419633,999.0,stay_follow_no_need,0.3033807589171507,-3.159935052173407,0.012979789353946425,,2.9999999990347153,-3.159935052173407,0,-3,26.40837129162009,speed_deficit_aggressive,False,,,0,0,False,0.012979789353946425,FOLLOW_LANE,7.727462898036485e-05,,85.0,1.0,8,999.0,,follow_lane_wp,3.249056529908145e-05
0.18429356587101314,0.0,0.00018505796565230267,999.0,stay_follow_no_need,0.18429356587101314,-2.3817438609227515,0.00377223209267729,,2.9999999990347153,-2.3817438609227515,0,-3,26.48643345659872,speed_deficit_aggressive,False,,,0,0,False,0.00377223209267729,FOLLOW_LANE,7.702086354186558e-05,,85.0,1.0,9,999.0,,follow_lane_wp,3.2224249189916065e-05
0.10131933220114436,0.0,0.0001869574137266395,999.0,stay_follow_no_need,0.10131933220114436,-1.6594846733973756,0.0013253687882917918,,2.9999999990347153,-1.6594846733973756,0,-3,26.561537524601842,speed_deficit_aggressive,False,,,0,0,False,0.0013253687882917918,FOLLOW_LANE,7.733667468599592e-05,,85.0,1.0,10,999.0,,follow_lane_wp,3.2224249189916065e-05
0.04536870892855103,0.0,0.00018791833550802547,999.0,stay_follow_no_need,0.04536870892855103,-1.1190124654518667,0.0035768802963836678,,2.9999999990347153,-1.1190124654518667,0,-3,26.6283385040892,speed_deficit_aggressive,False,,,0,0,False,0.0035768802963836678,FOLLOW_LANE,7.758819013770838e-05,,85.0,1.0,11,999.0,,follow_lane_wp,3.2224249189916065e-05
0.012769577003745428,0.0,0.00018982771110441325,999.0,stay_follow_no_need,0.012769577003745428,-0.6519826384961119,0.004210777575510503,,2.9999999990347153,-0.6519826384961119,0,-3,26.674162102455362,speed_deficit_aggressive,False,,,0,0,False,0.004210777575510503,FOLLOW_LANE,7.802073949511285e-05,,85.0,1.0,12,999.0,,follow_lane_wp,3.2224249189916065e-05
0.04402631522432505,0.0,0.00019077428510130227,999.0,stay_follow_no_need,0.04402631522432505,0.6251347644115923,0.0020098089100766573,,2.9999999990347153,0.6251347644115923,0,-3,26.67696298808451,speed_deficit_aggressive,False,,,0,0,False,0.0020098089100766573,FOLLOW_LANE,7.835800270974473e-05,,85.0,1.0,13,999.0,,follow_lane_wp,3.2224249189916065e-05
6.854442158281671,0.0,0.00019206700527909116,999.0,stay_follow_no_need,6.854442158281671,136.2083168611469,0.34273415377899474,,2.999999866805868,136.2083168611469,0,-3,26.670561159402478,speed_deficit_aggressive,False,,,0,0,False,0.34273415377899474,FOLLOW_LANE,7.618689557221746e-05,,85.0,1.0,14,999.0,,follow_lane_wp,3.435477806235099e-05
12.457248672042681,0.0,0.00018632111030422206,999.0,stay_follow_no_need,12.457248672042681,112.0561302752202,0.9655890260034362,,2.999991608785164,112.0561302752202,0,-3,26.639726758200744,speed_deficit_aggressive,False,,,0,0,False,0.9655890260034362,FOLLOW_LANE,6.723406583267682e-05,,85.0,1.0,15,999.0,,follow_lane_wp,3.036003642709062e-05
8.031924226812217,0.0,0.00018154048958324807,999.0,stay_follow_no_need,8.031924226812217,-88.50648890460927,1.36718292777402,,2.999966274215433,-88.50648890460927,0,-3,26.588456851273982,speed_deficit_aggressive,False,,,0,0,False,1.36718292777402,FOLLOW_LANE,5.9913074681726766e-05,,85.0,1.0,16,999.0,,follow_lane_wp,2.76968753372131e-05
5.7980204807295825,0.0,0.00018091496642778405,999.0,stay_follow_no_need,5.7980204807295825,-44.67807492165269,1.6570822404838141,,2.9999272166893216,-44.67807492165269,0,-3,26.52466950262793,speed_deficit_aggressive,False,,,0,0,False,1.6570822404838141,FOLLOW_LANE,5.493255913030794e-05,,85.0,1.0,17,999.0,,follow_lane_wp,2.5566346464778178e-05
4.682144522823221,0.0,0.0001791887425048981,999.0,stay_follow_no_need,4.682144522823221,-22.317519158127226,1.8911878367645036,,2.9998765206828724,-22.317519158127226,0,-3,26.457618220113947,speed_deficit_aggressive,False,,,0,0,False,1.8911878367645036,FOLLOW_LANE,5.064103056097162e-05,,85.0,1.0,18,999.0,,follow_lane_wp,2.290318537490066e-05
4.097365969992663,0.0,0.00017784695896225482,999.0,stay_follow_no_need,4.097365969992663,-11.695571056611165,2.0960548199648468,,2.999813677156798,-11.695571056611165,0,-3,26.366256048341913,speed_deficit_aggressive,False,,,0,0,False,2.0960548199648468,FOLLOW_LANE,4.8051859769424286e-05,,85.0,1.0,19,999.0,,follow_lane_wp,2.2370553157013973e-05
3.799896273444818,0.0,0.00016873006459479888,999.0,stay_follow_no_need,3.799896273444818,-5.949393930956903,2.286048989411303,,2.999736368265601,-5.949393930956903,0,-3,26.260139252365793,speed_deficit_aggressive,False,,,0,0,False,2.286048989411303,FOLLOW_LANE,4.2204112958180574e-05,,85.0,1.0,20,999.0,,follow_lane_wp,1.651159875848407e-05
3.6976898021962366,0.0,0.00017491008000280854,999.0,stay_follow_no_need,3.6976898021962366,-2.0441294249716258,2.470933406395905,,2.9996401680529017,-2.0441294249716258,0,-3,26.167296396686964,speed_deficit_aggressive,False,,,0,0,False,2.470933406395905,FOLLOW_LANE,3.98677824027512e-05,,85.0,1.0,21,999.0,,follow_lane_wp,1.5446334322710698e-05
3.704967020021255,0.0,0.00020136684186808362,999.0,stay_follow_no_need,3.704967020021255,0.14554435650037334,2.656180111285317,,2.9995195085800654,0.14554435650037334,0,-3,26.045533931614198,speed_deficit_aggressive,False,,,0,0,False,2.656180111285317,FOLLOW_LANE,4.3694777093510456e-05,,85.0,1.0,22,999.0,,follow_lane_wp,1.9707392066692364e-05
3.7728021254452964,0.0,0.00022417493949229012,999.0,stay_follow_no_need,3.7728021254452964,1.3567021084808228,2.8448196911375714,,2.9993677708200135,1.3567021084808228,0,-3,25.911209432292097,speed_deficit_aggressive,False,,,0,0,False,2.8448196911375714,FOLLOW_LANE,4.8867483307294025e-05,,85.0,1.0,23,999.0,,follow_lane_wp,2.396844981067403e-05
3.8805292292315627,0.0,0.00024243679491443675,999.0,stay_follow_no_need,3.8805292292315627,2.1545420757253275,3.0388460541048703,,2.999176828448013,2.1545420757253275,0,-3,25.78506580068905,speed_deficit_aggressive,False,,,0,0,False,3.0388460541048703,FOLLOW_LANE,5.358660666089476e-05,,85.0,1.0,24,999.0,,follow_lane_wp,2.76968753372131e-05
4.013646288385672,0.0,0.0002589214828608447,999.0,stay_follow_no_need,4.013646288385672,2.662341183082191,3.2395283592159476,,2.9989368789934847,2.662341183082191,0,-3,25.631764870195674,speed_deficit_aggressive,False,,,0,0,False,3.2395283592159476,FOLLOW_LANE,5.822223433113005e-05,,85.0,1.0,25,999.0,,follow_lane_wp,3.195793308119477e-05
4.1415605879583515,0.0,0.00027232353663326873,999.0,stay_follow_no_need,4.1415605879583515,2.558285991453584,3.4466063880925186,,2.998637858234226,2.558285991453584,0,-3,25.467343870995073,speed_deficit_aggressive,False,,,0,0,False,3.4466063880925186,FOLLOW_LANE,6.172178304812157e-05,,85.0,1.0,26,999.0,,follow_lane_wp,3.4887410280237674e-05
4.238567179108816,0.0,0.0002873023165928341,999.0,stay_follow_no_need,4.238567179108816,1.940131823009299,3.658534745484785,,2.9982706444554594,1.940131823009299,0,-3,25.308161578568004,speed_deficit_aggressive,False,,,0,0,False,3.658534745484785,FOLLOW_LANE,6.481898176586709e-05,,85.0,1.0,27,999.0,,follow_lane_wp,3.755057137011519e-05
4.316130449117077,0.0,0.0003014542840422277,999.0,stay_follow_no_need,4.316130449117077,1.5512654001652137,3.87434126166113,,2.997825061193959,1.5512654001652137,0,-3,25.141970167168527,speed_deficit_aggressive,False,,,0,0,False,3.87434126166113,FOLLOW_LANE,6.798579582922627e-05,,85.0,1.0,28,999.0,,follow_lane_wp,4.074636467832349e-05
